Transaction ID,Date of Travel,Company,City,KM Travelled,Price Charged,Cost of Trip
10002362,42380,Yellow Cab,SAN DIEGO CA,2.3,49.43,32.568
10002363,42378,Yellow Cab,SAN DIEGO CA,26.4,553.57,319.968
10002364,42386,Yellow Cab,SAN DIEGO CA,40.66,890.14,526.9536
10002365,42378,Yellow Cab,SAN DIEGO CA,3.8,88.9,49.704
10002366,42378,Yellow Cab,SAN DIEGO CA,28.08,693.47,387.504
10002367,42387,Yellow Cab,SAN DIEGO CA,10.08,186.26,136.6848
10002368,42385,Yellow Cab,SAN DIEGO CA,38,770.85,474.24
10002369,42383,Yellow Cab,SAN DIEGO CA,2,36.55,24.48
10002370,42386,Yellow Cab,SAN DIEGO CA,30.51,551.5,406.3932
10002371,42379,Yellow Cab,SAN DIEGO CA,29.5,693.22,424.8
10002372,42387,Yellow Cab,SAN DIEGO CA,6.96,146.78,87.696
10002373,42379,Yellow Cab,SAN DIEGO CA,27.44,545.61,378.672
10002374,42379,Yellow Cab,SAN DIEGO CA,23.46,560.71,292.7808
10002375,42386,Yellow Cab,SAN DIEGO CA,4.8,96.41,61.632
10002376,42383,Yellow Cab,SAN DIEGO CA,5.8,117.66,69.6
10002377,42379,Yellow Cab,SAN DIEGO CA,2.36,49.91,30.0192
10002536,42386,Yellow Cab,SEATTLE WA,41.04,719.8,526.9536
10002537,42379,Yellow Cab,SEATTLE WA,18,416.33,228.96
10002538,42382,Yellow Cab,SEATTLE WA,17.46,299.78,226.2816
10002539,42379,Yellow Cab,SEATTLE WA,21.47,475.26,273.0984
10002540,42378,Yellow Cab,SEATTLE WA,31.5,575.74,378
10002541,42379,Yellow Cab,SEATTLE WA,20.8,456.97,284.544
10002542,42381,Yellow Cab,SEATTLE WA,23.75,394.63,287.85
10002543,42387,Yellow Cab,SEATTLE WA,13.72,238.1,166.2864
10002544,42386,Yellow Cab,SEATTLE WA,46.02,841.13,607.464
10002545,42379,Yellow Cab,SEATTLE WA,14.95,324.59,190.164
10002546,42380,Yellow Cab,SEATTLE WA,16.32,283.22,215.424
10002547,42387,Yellow Cab,SEATTLE WA,8.4,155.08,112.896
10002548,42383,Yellow Cab,SEATTLE WA,41.81,779.62,501.72
10002549,42382,Yellow Cab,SEATTLE WA,39.22,680.64,498.8784
10002550,42385,Yellow Cab,SEATTLE WA,41.44,780.37,547.008
10002551,42387,Yellow Cab,SEATTLE WA,31.86,564.67,389.9664
10002552,42387,Yellow Cab,SEATTLE WA,8.96,158.8,123.648
10002553,42379,Yellow Cab,SEATTLE WA,29.12,551.59,415.8336
10002554,42382,Yellow Cab,SEATTLE WA,21.56,413.96,307.8768
10002555,42386,Yellow Cab,SEATTLE WA,23.52,477.65,307.6416
10002556,42378,Yellow Cab,SEATTLE WA,2.38,54.57,33.4152
10002557,42387,Yellow Cab,SEATTLE WA,14.17,264.22,188.7444
10002558,42378,Yellow Cab,SILICON VALLEY,16.1,460.54,202.86
10002559,42386,Yellow Cab,SILICON VALLEY,23.6,653.31,317.184
10002560,42382,Yellow Cab,SILICON VALLEY,26.46,664.66,371.4984
10002561,42379,Yellow Cab,SILICON VALLEY,10.8,343.98,134.784
10002562,42378,Yellow Cab,SILICON VALLEY,14.56,445.38,206.1696
10002563,42379,Yellow Cab,SILICON VALLEY,16.32,464.33,229.1328
10002564,42382,Yellow Cab,SILICON VALLEY,20.33,479.41,253.7184
10002565,42382,Yellow Cab,SILICON VALLEY,3.8,87.66,45.6
10002566,42379,Yellow Cab,SILICON VALLEY,34.98,1026.26,499.5144
10002567,42378,Yellow Cab,SILICON VALLEY,43.6,1437.4,549.36
10002568,42383,Yellow Cab,SILICON VALLEY,4.9,136.9,58.8
10002569,42386,Yellow Cab,SILICON VALLEY,11,290.41,134.64
10002570,42378,Yellow Cab,TUCSON AZ,31.36,495.18,421.4784
10002571,42386,Yellow Cab,TUCSON AZ,6.3,104.71,86.184
10002572,42379,Yellow Cab,WASHINGTON DC,22.47,393.79,299.3004
10002573,42386,Yellow Cab,WASHINGTON DC,20.58,335.73,269.1864
10002574,42386,Yellow Cab,WASHINGTON DC,38.61,532.52,518.9184
10002575,42387,Yellow Cab,WASHINGTON DC,37.4,599.03,511.632
10002576,42383,Yellow Cab,WASHINGTON DC,25.76,382.03,312.2112
10002577,42378,Yellow Cab,WASHINGTON DC,13.72,234.87,195.9216
10002578,42378,Yellow Cab,WASHINGTON DC,18.88,301.39,235.6224
10002579,42385,Yellow Cab,WASHINGTON DC,36.58,596.75,443.3496
10002580,42387,Yellow Cab,WASHINGTON DC,20.16,328.88,241.92
10002581,42383,Yellow Cab,WASHINGTON DC,14.85,215.83,190.674
10002582,42385,Yellow Cab,WASHINGTON DC,31.64,516.16,440.4288
10002583,42379,Yellow Cab,WASHINGTON DC,24.25,367.91,328.83
10002584,42384,Yellow Cab,WASHINGTON DC,34.56,486.91,435.456
10002585,42378,Yellow Cab,WASHINGTON DC,6.93,122.1,97.2972
10002586,42382,Yellow Cab,WASHINGTON DC,20.37,326.26,290.8836
10002587,42379,Yellow Cab,WASHINGTON DC,18.05,326.05,253.422
10002588,42382,Yellow Cab,WASHINGTON DC,28.32,386.4,370.4256
10002589,42381,Yellow Cab,WASHINGTON DC,36.05,497.21,458.556
10002590,42378,Yellow Cab,WASHINGTON DC,33.28,558.81,455.2704
10002591,42378,Yellow Cab,WASHINGTON DC,29.97,561.99,409.9896
10002592,42383,Yellow Cab,WASHINGTON DC,39.6,546.18,498.96
10002593,42378,Yellow Cab,WASHINGTON DC,4.2,63.91,50.904
10002594,42386,Yellow Cab,WASHINGTON DC,20.14,277.78,270.6816
10002595,42380,Yellow Cab,WASHINGTON DC,7.76,116.24,93.12
10002596,42387,Yellow Cab,WASHINGTON DC,19.04,262.61,253.6128
10002597,42384,Yellow Cab,WASHINGTON DC,37.06,538.63,529.2168
10002598,42387,Yellow Cab,WASHINGTON DC,29.45,397.45,381.672
10002599,42384,Yellow Cab,WASHINGTON DC,19.8,281.9,247.104
10002600,42382,Yellow Cab,WASHINGTON DC,11.4,160.61,154.584
10002601,42386,Yellow Cab,WASHINGTON DC,42.12,637.15,576.2016
10002602,42378,Yellow Cab,WASHINGTON DC,40.17,640.54,573.6276
10002603,42386,Yellow Cab,WASHINGTON DC,36.63,581.27,509.8896
10002604,42378,Yellow Cab,WASHINGTON DC,45.24,750.5,570.024
10002605,42379,Yellow Cab,WASHINGTON DC,17.92,302.97,247.296
10002606,42382,Yellow Cab,WASHINGTON DC,19.04,259.78,242.1888
10002607,42385,Yellow Cab,WASHINGTON DC,10.62,159.07,149.1048
